lat4,lng4
33.584132,-86.50032034
33.588437,-86.94447658
33.434277,-87.15223173
33.236868,-86.79767219
32.941445,-85.93594813
33.331165,-86.19372877
34.328339,-86.47425437
34.268298,-86.60592636
33.409002,-86.93232816
33.414625,-86.98438717
34.092937,-86.55328728
33.973664,-86.98896183
32.93567,-87.19625012
33.042747,-86.93651675
33.1098,-86.74082019
32.950324,-87.10410061
33.371582,-86.59891971
33.266928,-86.32242796
32.835532,-86.62735222
33.992106,-86.54403251
33.176964,-86.60096658
34.082117,-87.03305624
33.506448,-86.26479004
34.176146,-86.81442117
33.465424,-86.94120626
33.734947,-87.02487159
33.825589,-87.00084641
33.473494,-86.90303184
33.611283,-86.79835954
33.71891,-86.80720744
33.074642,-86.06298826
33.63356,-86.93296259
34.051569,-86.76951077
33.36746,-86.41422943
33.885806,-86.80236663
33.316978,-86.79858324
34.190085,-86.60208263
32.980539,-86.70290743
34.283739,-86.53656354
32.979068,-86.03325269
33.768355,-86.79313463
33.528333,-86.55958419
33.605913,-86.09589849
34.184079,-87.02275773
33.284546,-87.0871819
33.231694,-86.85755709
33.124765,-86.84705861
33.739172,-86.75727384
33.67678,-86.85644393
33.540696,-87.02875601
33.675611,-86.39368614
33.925858,-86.45880743
33.31046,-86.79097438
33.597889,-86.32789891
33.708131,-86.64127036
33.488336,-86.96135323
33.656065,-87.08539761
33.736677,-86.14662328
33.846204,-86.62636572
33.608832,-86.18308697
32.877957,-86.22487899
33.078483,-86.53844459
33.738647,-86.42412993
33.446103,-86.47650665
33.768005,-87.0292627
33.171675,-86.25607949
33.435445,-86.09812852
32.923755,-86.73158916
33.819038,-86.72812258
33.633932,-86.58280953
34.409345,-86.44739449
33.480704,-86.48604657
33.401049,-86.38420755
34.262121,-86.89714049
33.852862,-86.80455153
33.02381,-86.289051
33.142431,-87.12176755
33.229255,-86.51470651
33.169808,-87.14829182
33.520994,-86.79138748
33.51795,-86.82196002
33.495144,-86.79070303
33.567797,-86.70460723
33.559383,-86.80009871
33.497658,-86.86464959
33.469624,-86.79150852
33.532797,-86.6704564
33.481565,-86.84380842
33.540883,-86.73428198
33.508195,-86.72687174
33.555445,-86.87174441
33.635447,-86.67793826
33.41531,-86.77520505
33.5887,-86.74974453
33.505972,-86.87775713
33.452316,-86.87826656
33.521859,-86.75134033
33.488726,-86.72135116
33.519126,-86.91895481
33.403675,-86.81603909
33.462446,-86.89947478
33.506161,-86.78502109
33.53775,-86.79160853
33.618045,-86.64579534
33.401559,-86.69029346
33.446053,-86.72845066
33.371776,-86.76116867
33.196891,-87.54748413
33.210914,-87.47289469
33.161704,-87.49925922
33.272174,-87.52084005
32.872354,-87.69343194
33.122813,-88.15151995
32.774646,-88.01154257
33.277523,-87.29382912
33.249448,-87.703695
33.248506,-88.11693117
33.252612,-87.62133645
33.176667,-87.37187263
33.082815,-87.47981485
33.316559,-87.79199932
33.343678,-87.78622158
32.754963,-88.29064091
32.763371,-88.14633549
33.386816,-88.20677204
32.888871,-87.91516812
33.135859,-87.72051669
32.908364,-88.25642579
33.346917,-87.88529602
32.982423,-87.77671011
32.588509,-88.15851403
32.978853,-87.59998972
33.283425,-87.57624409
33.062868,-87.72982528
33.395945,-88.00506044
33.17498,-87.24218392
33.871672,-87.23384316
34.205571,-87.17940481
34.063234,-87.16742566
33.70083,-87.67437966
34.213469,-87.67072037
33.942877,-88.00035637
33.694485,-87.60729378
34.037702,-87.74098428
33.909252,-87.52502042
33.768033,-87.16877769
34.010874,-88.14530412
34.138682,-87.38208198
33.931546,-87.60408541
33.697397,-87.81937727
33.967624,-87.88706192
34.267803,-87.84538945
34.231423,-87.5784451
34.153413,-87.9931693
34.341664,-87.94363693
34.118042,-87.24648473
33.574964,-88.03647196
34.052984,-87.52448051
33.54013,-88.18476111
33.929859,-87.41713772
33.700174,-87.35330377
33.721307,-87.25049902
34.347018,-87.70004394
34.451259,-88.09750776
34.384796,-87.696755
33.8549,-88.13547617
33.84702,-87.42195158
33.761285,-88.0826379
34.37116,-88.06203051
33.930256,-87.78184864
34.589599,-86.97324816
34.548417,-86.9849648
34.951777,-87.25682728
34.803604,-86.9552612
34.744188,-87.95698434
34.671866,-87.29880785
34.452189,-87.03778059
34.915241,-86.89495919
34.347778,-86.6890398
34.347653,-86.89769883
34.830547,-87.64050814
34.882471,-87.72429137
34.448206,-86.90882933
34.64763,-87.16493636
34.901632,-87.49269475
34.710982,-87.50667854
34.918364,-87.1279026
34.955924,-87.3780185
34.505836,-87.20696868
34.462969,-87.4360446
34.849544,-87.30819057
34.506568,-87.71030955
34.757829,-87.68159378
34.756136,-87.6149801
34.499548,-86.78551584
34.713037,-86.97369716
34.649138,-87.41075208
34.591771,-87.07583775
34.687432,-87.66780894
34.93568,-87.94691533
34.980447,-86.81910686
34.944638,-85.71218263
34.716733,-86.45324747
34.604558,-85.89129438
34.913017,-86.15607861
34.82589,-85.96917201
34.495902,-86.24362652
34.713964,-86.37857299
34.82732,-86.73445274
34.949627,-86.57798469
34.798979,-86.21815607
34.730428,-85.93771491
34.499647,-86.59745383
34.497831,-86.09021516
34.713409,-86.73549609
34.861779,-86.56339626
34.549445,-86.38067561
34.899991,-86.43325206
34.612859,-86.45114083
34.667122,-86.31711573
34.688601,-85.78759372
34.840217,-86.23458932
34.67227,-86.03588877
34.543275,-85.97857875
34.876885,-85.83531742
34.911644,-86.68445887
34.740065,-86.27580411
34.538145,-86.6625777
34.668927,-86.21416339
34.726866,-86.55186058
34.667922,-86.54490058
34.620506,-86.53552241
34.705943,-86.60103949
34.744765,-86.65495023
34.684525,-86.63837148
34.778378,-86.59359593
34.778949,-86.52831882
34.738864,-86.60948833
34.658321,-86.71404137
33.997248,-85.99495558
33.997057,-85.91340062
34.021694,-86.03415117
33.956787,-85.91226987
34.273859,-86.19107334
34.042916,-86.33554733
33.837366,-86.23987231
34.029597,-86.08138774
34.173686,-86.13264762
34.945026,-85.61694656
34.241662,-85.58719923
34.111592,-85.5938849
34.267957,-85.84659642
34.258784,-86.0152041
34.356838,-85.91377214
34.807598,-85.69289945
34.436792,-85.69699043
34.437284,-85.91344534
33.997586,-86.21928252
34.357324,-85.54350405
34.343864,-86.02500652
34.435874,-86.0246196
34.32193,-86.29008054
34.618604,-85.71194377
34.873247,-85.6070221
34.190033,-86.30195964
34.735059,-85.62611804
34.191083,-85.75515145
34.587236,-85.5622966
34.498884,-85.82918997
33.941679,-86.21361559
34.558962,-85.77670184
34.5697,-85.61177985
32.462462,-86.69988117
31.786701,-85.22471126
31.836792,-85.78489015
32.610578,-86.70121931
31.570963,-86.25943195
31.701324,-85.80273603
32.300891,-85.99621107
31.887413,-85.43596994
31.68521,-85.57548963
32.613405,-86.32312884
32.65419,-86.01652496
32.545378,-86.30106328
32.813908,-86.0899479
31.905063,-85.15064007
31.506614,-86.35141422
32.151607,-85.87332373
31.85318,-86.7714205
32.28945,-85.68565997
31.995979,-86.56116225
31.628662,-86.71904471
31.664143,-86.15604601
31.82497,-86.08989907
32.019397,-86.11426243
31.810036,-86.60796949
31.416909,-86.40494949
32.312939,-85.86880507
32.195707,-86.63998147
31.928292,-86.28214229
31.878397,-86.3831034
32.224256,-86.37817175
31.985423,-86.26355598
32.086199,-86.47301848
31.794262,-85.54311504
31.70739,-86.24166806
32.639373,-86.49505146
32.128288,-86.02626057
32.09552,-85.51652695
32.499485,-86.34906197
32.003459,-85.73274903
32.335705,-86.08085429
32.478695,-86.41491045
32.471501,-86.46801366
32.067745,-86.23133751
31.755867,-86.33352324
32.383585,-85.90111633
32.550997,-85.88273833
32.690019,-86.22423891
31.794471,-85.950546
32.431623,-85.67100832
32.417699,-85.69979864
32.166252,-85.66373832
32.759565,-86.52864613
32.54509,-86.17296833
32.373037,-86.29308708
32.32573,-86.29541495
32.354268,-86.25223921
32.380405,-86.26484186
32.341682,-86.3378673
32.383443,-86.22835035
32.421686,-86.25994698
32.337363,-86.25650702
32.388133,-86.34080357
32.406814,-86.23227946
32.312943,-86.22702407
32.373568,-86.16825699
33.653896,-85.82288999
33.596829,-85.8182181
33.710168,-85.786195
33.719124,-85.8236304
33.780785,-85.87716242
33.247363,-85.81378536
33.217148,-85.69561161
33.033471,-85.73867734
33.457303,-85.66405168
33.603132,-85.94549698
33.771732,-85.42285703
33.462976,-85.31880569
33.611515,-85.5732165
33.830966,-85.75988645
33.328613,-85.71940421
33.158959,-85.9538257
33.540987,-85.92107996
33.752913,-85.36362739
33.440172,-85.49070069
33.778779,-86.01007278
33.838946,-85.63070202
33.561627,-85.36335832
33.156443,-85.34267913
33.149192,-85.53617039
33.756286,-85.79538579
33.301854,-85.45853688
33.863843,-85.90002556
33.355453,-85.33855853
31.202888,-85.40318328
31.255239,-85.39760104
31.575479,-85.26413223
31.582996,-85.69280302
31.1888,-85.23863749
31.01318,-85.73081092
31.173379,-85.89604891
31.602843,-85.46739185
31.138758,-85.90338133
31.335235,-85.13061443
31.098934,-85.36082856
31.281091,-85.71560797
31.41373,-86.062842
31.340789,-85.82723655
31.041445,-85.86992052
31.10019,-85.10857536
31.08598,-85.70436958
31.353406,-85.31740055
31.552392,-86.02817492
31.157528,-85.50748139
31.36716,-85.49815438
31.36898,-85.92550709
31.331064,-85.58435609
31.440295,-85.31385078
31.439069,-85.62873897
31.348011,-85.70649841
31.131778,-85.22370742
31.625627,-85.13092019
31.551588,-85.53467005
31.095558,-85.56811808
31.265618,-85.23952241
31.458009,-86.91087796
31.624266,-87.65254041
31.297142,-86.47560044
31.727324,-87.15697585
31.118926,-87.05248543
31.326113,-87.01188187
31.888851,-87.37759571
31.717167,-87.64199448
31.040233,-87.25153771
31.017194,-86.3237043
31.723815,-87.42630141
31.423478,-87.36685645
31.790947,-87.69311857
31.675502,-87.74864319
31.262118,-86.05466996
31.327261,-87.18183769
31.54495,-86.72070811
31.51533,-87.32609083
31.279861,-86.24224017
31.589953,-87.24506991
31.30169,-87.30487072
31.439931,-86.59719984
31.425569,-87.15715112
31.104918,-86.05257862
31.313467,-87.55564787
31.73443,-87.4012467
31.639453,-87.64157998
31.148127,-86.54634586
31.057245,-87.47251706
31.006817,-88.02791791
30.86354,-87.74964011
30.407983,-88.23596664
31.589072,-88.15038005
30.328883,-87.70663655
31.322449,-87.82292145
31.487638,-88.25498925
30.991178,-88.11630634
31.042533,-88.24012135
30.418834,-88.153544
31.78428,-88.05659665
30.901267,-88.00260828
30.61972,-87.87475952
30.695852,-87.87190589
30.252057,-88.09493707
31.184892,-88.3124601
30.394239,-87.57423171
30.50116,-87.86880154
30.400664,-87.67100774
31.64684,-88.11826179
31.348843,-88.36172128
31.425822,-87.66728808
30.498288,-88.31350598
30.268954,-87.69808554
30.480241,-88.22482171
31.513098,-87.85229019
31.491021,-87.95377371
30.39724,-87.45972326
31.22459,-87.73993987
30.617964,-87.74147779
31.236108,-88.03624406
30.394497,-87.77105267
31.626871,-88.340952
31.097375,-88.0202078
30.290596,-87.5411753
30.98058,-87.61355599
30.561608,-87.62251437
31.533028,-88.03718901
31.654667,-87.94469353
30.833197,-88.07859179
30.851628,-88.03851395
30.504806,-87.45119299
30.754408,-88.25192191
30.522237,-87.73092835
31.01293,-87.84849996
30.475225,-87.68444247
30.544374,-88.16599699
31.373742,-88.25194833
31.25841,-88.37160455
31.410205,-88.05563356
31.626166,-87.82043511
30.813745,-88.31840379
30.688828,-88.03053496
30.692141,-88.04144645
30.681963,-88.05303201
30.634117,-88.06988132
30.672899,-88.0861384
30.697486,-88.08812564
30.69636,-88.17300981
30.660527,-88.14703729
30.737846,-88.06898045
30.766821,-88.070188
30.751844,-88.0983273
30.795074,-88.16752166
30.631199,-88.05410677
30.714522,-88.07701903
30.732178,-88.16097332
30.592803,-88.17988662
30.631076,-88.14407879
30.647431,-88.21447829
32.419719,-87.0094773
32.415553,-86.998497
32.144889,-87.32749884
32.066784,-87.54469967
32.004732,-87.28006782
31.963512,-87.99109755
32.182,-87.46861273
32.490792,-87.82460743
32.067209,-87.7303646
32.423259,-87.60302871
32.644661,-87.86658857
32.529771,-87.6834739
