lat6,lng6
33.5968361,-86.50031809
33.6011411,-86.94447433
33.4469811,-87.1522295
33.2495721,-86.79766998
32.9541491,-85.93594596
33.3438691,-86.19372655
34.3410431,-86.47425204
34.2810021,-86.60592404
33.4217061,-86.93232593
33.4273291,-86.98438494
34.1056411,-86.55328498
33.9863681,-86.98895954
32.9483741,-87.19624795
33.0554511,-86.93651456
33.1225041,-86.740818
32.9630281,-87.10409844
33.3842861,-86.59891748
33.2796321,-86.32242575
32.8482361,-86.62735005
34.0048101,-86.54403022
33.1896681,-86.60096438
34.0948211,-87.03305394
33.5191521,-86.26478781
34.1888501,-86.81441886
33.4781281,-86.94120403
33.7476511,-87.02486933
33.8382931,-87.00084414
33.4861981,-86.90302961
33.6239871,-86.79835729
33.7316141,-86.80720518
33.0873461,-86.06298607
33.6462641,-86.93296034
34.0642731,-86.76950847
33.3801641,-86.41422721
33.8985101,-86.80236435
33.3296821,-86.79858103
34.2027891,-86.60208032
32.9932431,-86.70290526
34.2964431,-86.53656121
32.9917721,-86.03325051
33.7810591,-86.79313237
33.5410371,-86.55958195
33.6186171,-86.09589624
34.1967831,-87.02275541
33.2972501,-87.08717968
33.2443981,-86.85755488
33.1374691,-86.84705641
33.7518761,-86.75727157
33.6894841,-86.85644167
33.5534001,-87.02875377
33.6883151,-86.39368388
33.9385621,-86.45880515
33.3231641,-86.79097216
33.6105931,-86.32789666
33.7208351,-86.6412681
33.5010401,-86.961351
33.6687691,-87.08539535
33.7493811,-86.14662102
33.8589081,-86.62636345
33.6215361,-86.18308472
32.8906611,-86.22487682
33.0911871,-86.5384424
33.7513511,-86.42412767
33.4588071,-86.47650442
33.7807091,-87.02926043
33.1843791,-86.25607729
33.4481491,-86.09812629
32.9364591,-86.73158699
33.8317421,-86.72812031
33.6466361,-86.58280728
34.4220491,-86.44739215
33.4934081,-86.48604434
33.4137531,-86.38420532
34.2748251,-86.89713817
33.8655661,-86.80454926
33.0365141,-86.28904882
33.1551351,-87.12176536
33.2419591,-86.5147043
33.1825121,-87.14828962
33.5336981,-86.79138524
33.5306541,-86.82195778
33.5078481,-86.7907008
33.5805011,-86.70460498
33.5720871,-86.80009647
33.5103621,-86.86464735
33.4823281,-86.79150629
33.5455011,-86.67045416
33.4942691,-86.84380619
33.5535871,-86.73427973
33.5208991,-86.7268695
33.5681491,-86.87174216
33.6481511,-86.67793601
33.4280141,-86.77520282
33.6014041,-86.74974229
33.5186761,-86.87775489
33.4650201,-86.87826433
33.5345631,-86.75133809
33.5014301,-86.72134893
33.5318301,-86.91895257
33.4163791,-86.81603686
33.4751501,-86.89947255
33.5188651,-86.78501886
33.5504541,-86.79160629
33.6307491,-86.64579309
33.4142631,-86.69029124
33.4587571,-86.72844843
33.3844801,-86.76116645
33.2095951,-87.54748192
33.2236181,-87.47289249
33.1744081,-87.49925702
